dut_id:5C291FDKY000BY result:PASS time:41.975 device_config: FM17-UB2N station_id: 4CS4_FVN-E2F3-G01_FATP-RF-CELL_BJ26A-01
phase,measurement,value,low_limit,high_limit,low_limit2,high_limit2
station_info,station_info_latest_calibration_dut,"""5C291FDKY0005H""",'x' matches .*
station_info,station_info_latest_calibration_time,"""2026-02-02 18:36:16""",'x' matches .*
station_info,station_info_latest_calibration_result,"""PASS""",'x' matches .*
station_info,station_info_test_config_yaml,"""FATP_RF_CELL_FC_AOW_LOOP.yaml""",'x' matches .*
station_info,station_info_station_loss_file,"""MMW_fatp_station_loss.csv""",'x' matches .*
station_info,station_info_station_loss_offset_file,"""Not found""",'x' matches .*
station_info,station_info_dut_connection_type,"""WIFI""",'x' matches .*
equip_info,equip_info_rf_equip_manufacturer,"""Rohde&Schwarz""",'x' matches .*
equip_info,equip_info_rf_equip_model,"""CMW""",'x' matches .*
equip_info,equip_info_rf_equip_serial_number,"""1201.0002k06/101060""",'x' matches .*
equip_info,equip_info_rf_equip_software_options,"""K046,K046,K046,K046,K108,KM011,KM011,KM011,KM011,KM012,KM012,KM012,KM012,KM200,KM200,KM200,KM200,KM201,KM201,KM201,KM201,KM400,KM400,KM400,KM400,KM401,KM401,KM401,KM401,KM403,KM403,KM403,KM403,KM500,KM500,KM500,KM500,KM550,KM550,KM550,KM550,KM800,KM800,KM800,KM800,KM880,KM880,KM880,KM880,KT960,KV110,KV110,KV110,KV110""",'x' matches .*
equip_info,equip_info_rf_equip_hardware_options,"""CMW-H16E,KM200,KM400,KM500,KM800,KM880""",'x' matches .*
equip_info,equip_info_rf_equip_software_version,"""3.8.17""",'x' matches .*
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CUP45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CUP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CUP45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CUP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
MMW_LTE_H-B40_HF2395.0_PRX_TX-CID37-FE29-FELG81-RF-Route393727_Ant1_BW10_QPSK_50RB@0_TXP30.000_PC3_tx_quality,MMW_LTE_H-B40_HF2395.0_TX-CID37-FE29-FELG81-RF-Route393727_Ant1_CBFH_BW10_QPSK_50RB@0_TXP30.000_PC3_tx_power_dbm,23.28,19.0 , 29.0
MMW_LTE_H-B40_LF2305.0_PRX_TXTAS2-RXTAS0-CID37-FE29-FELG81-RF-Route393727_Ant5_BW10_QPSK_50RB@0_TXP30.000_PC3_tx_quality,MMW_LTE_H-B40_LF2305.0_TXTAS2-RXTAS0-CID37-FE29-FELG81-RF-Route393727_Ant5_CBP45V_BW10_QPSK_50RB@0_TXP30.000_PC3_tx_power_dbm,23.81,19.0 , 29.0
MMW_LTE_H-B40_HF2395.0_PRX_TXTAS2-RXTAS0-CID37-FE29-FELG81-RF-Route393727_Ant5_BW10_QPSK_50RB@0_TXP30.000_PC3_tx_quality,MMW_LTE_H-B40_HF2395.0_TXTAS2-RXTAS0-CID37-FE29-FELG81-RF-Route393727_Ant5_CBP45V_BW10_QPSK_50RB@0_TXP30.000_PC3_tx_power_dbm,23.78,19.0 , 29.0
LTE_instrument_teardown,LTE_instrument_teardown_status,0,0.0 , 0.0
NR5G_SUB6_instrument_init,NR5G_SUB6_instrument_init_status,0,0.0 , 0.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CB0H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CB0H_RA1_2175.6MHz,22.77,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CB0H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CB0V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CB0V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CBFH_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CBFH_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CBFV_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CBFV_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CBN45H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CBN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CBN45V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CBN45V_RA1_635.1MHz,21.65,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CBN45V_RA1_763.6MHz,17.63,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CBN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CBP45H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CBP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CBP45V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CBP45V_RA1_955.6MHz,25.23,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CBP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CU0H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CU0H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CU0V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CU0V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CUFH_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CUFH_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CUFV_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CUFV_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CUN45H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CUN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CUN45V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CUN45V_RA1_763.6MHz,19.54,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CUN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CUP45H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CUP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CUP45V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant0_CUP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CB0H_RA1_1855.0MHz,29.82,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CB0H_RA1_1975.0MHz,31.97,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CB0H_RA1_2310.0MHz,26.14,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CBFH_RA1_2565.0MHz,38.27,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CBN45H_RA1_2501.01MHz,30.9,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CBN45H_RA1_2565.0MHz,33.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CBN45H_RA1_2685.0MHz,29.32,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CBN45V_RA1_668.0MHz,18.44,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CBP45V_RA1_711.0MHz,19.01,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CUFH_RA1_1715.0MHz,32.78,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CUFV_RA1_2501.01MHz,34.49,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CUN45H_RA1_1715.0MHz,36.31,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CUN45V_RA1_793.0MHz,20.48,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CUN45V_RA1_819.0MHz,22.67,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CUN45V_RA1_844.0MHz,20.43,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CUN45V_RA1_910.0MHz,23.73,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant0_CUP45V_RA1_793.0MHz,21.96,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CB0H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CB0H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CB0V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CB0V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CBFH_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CBFH_RA1_2175.6MHz,27.51,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CBFH_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CBFV_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CBFV_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CBN45H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CBN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CBN45V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CBN45V_RA1_622.6MHz,26.27,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CBN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CBP45H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CBP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CBP45V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CBP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CU0H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CU0H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CU0V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CU0V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CUFH_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CUFH_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CUFV_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CUFV_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CUN45H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CUN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CUN45V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CUN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CUP45H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CUP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CUP45V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant1_CUP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CBFH_RA1_2501.01MHz,29.36,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CBFH_RA1_2685.0MHz,32.48,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CBFV_RA1_1775.0MHz,32.85,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CBFV_RA1_1855.0MHz,29.55,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CBN45V_RA1_733.0MHz,23.08,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CBN45V_RA1_819.0MHz,22.6,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CBN45V_RA1_844.0MHz,22.38,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CBN45V_RA1_910.0MHz,22.82,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CBP45V_RA1_668.0MHz,20.22,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CBP45V_RA1_733.0MHz,23.43,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CBP45V_RA1_793.0MHz,21.45,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CU0H_RA1_1775.0MHz,32.31,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CUFH_RA1_3549.99MHz,32.18,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CUFH_RA1_3750.0MHz,30.38,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CUFH_RA1_3795.0MHz,30.35,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CUFV_RA1_2501.01MHz,41.76,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CUFV_RA1_2685.0MHz,38.56,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CUN45V_RA1_711.0MHz,21.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CUN45V_RA1_793.0MHz,22.9,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant1_CUP45H_RA1_1715.0MHz,35.91,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CB0H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CB0H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CB0V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CB0V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CBFH_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CBFH_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CBFV_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CBFV_RA1_2175.6MHz,25.45,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CBFV_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CBN45H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CBN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CBN45V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CBN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CBP45H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CBP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CBP45V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CBP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CU0H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CU0H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CU0V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CU0V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CUFH_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CUFH_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CUFV_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CUFV_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CUN45H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CUN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CUN45V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CUN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CUP45H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CUP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CUP45V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant2_CUP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant2_CB0V_RA1_2685.0MHz,30.49,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant2_CBFV_RA1_2310.0MHz,25.56,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant2_CBFV_RA1_2501.01MHz,26.47,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant2_CBP45V_RA1_1715.0MHz,28.85,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant2_CBP45V_RA1_1880.0MHz,26.84,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant2_CBP45V_RA1_1905.0MHz,28.36,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant2_CBP45V_RA1_1925.0MHz,28.84,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant2_CBP45V_RA1_2615.0MHz,31.08,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant2_CBP45V_RA1_2685.0MHz,29.99,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_TX_Ant2_CUFV_RA1_2615.0MHz,30.11,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CB0H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CB0H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CB0V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CB0V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CBFH_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CBFH_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CBFV_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CBFV_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CBN45H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CBN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CBN45V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CBN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CBP45H_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CBP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CBP45V_RA1_600.0MHz,20.0,0.0 , 100.0
NR5G_SUB6_instrument_init,RF_path_loss_NR5G_SUB6_RX_Ant5_CBP45V_RA1_2000.6MHz,27.43,0.0 , 100.0
